cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-md-anne_arundel_county__commercial__commercial_tenant_improvement__building,MD,Anne Arundel County,commercial_tenant_improvement,zoning,Anne Arundel County Department of Inspections and Permits,Anne Arundel County Department of Inspections and Permits,county,True
us-md-baltimore_city__commercial__commercial_tenant_improvement__building,MD,Baltimore City,commercial_tenant_improvement,building,Baltimore City Department of Housing and Community Development (DHCD),Baltimore City DHCD,local,True
us-md-baltimore_county__commercial__commercial_tenant_improvement__building,MD,Baltimore County,commercial_tenant_improvement,building,"Baltimore County Department of Permits, Approvals and Inspections (PAI)","Baltimore County Department of Permits, Approvals and Inspections (PAI)",county,True
us-md-bel_air__commercial__commercial_tenant_improvement__building,MD,Bel Air,commercial_tenant_improvement,building,Town of Bel Air Department of Public Works - Building Permits,Town of Bel Air Department of Public Works - Building Permits,local,True
us-md-cambridge__commercial__commercial_tenant_improvement__building,MD,Cambridge,commercial_tenant_improvement,building,City of Cambridge Department of Public Works - Permits,City of Cambridge Building Safety Services / City of Cambridge online permitting,local,True
us-md-carroll_county__commercial__commercial_tenant_improvement__building,MD,Carroll County,commercial_tenant_improvement,building,Carroll County Bureau of Permits and Inspections,Carroll County Bureau of Permits and Inspections,county,True
us-md-cecil_county__commercial__commercial_tenant_improvement__building,MD,Cecil County,commercial_tenant_improvement,building,Cecil County Permits and Inspections Division,Cecil County Permits and Inspections Division,county,True
us-md-charles_county__commercial__commercial_tenant_improvement__building,MD,Charles County,commercial_tenant_improvement,building,"Charles County Planning and Growth Management Department (Codes, Permits and Inspection Services Division)",Charles County Planning and Growth Management Department,county,True
us-md-chevy_chase_village__commercial__commercial_tenant_improvement__building,MD,Chevy Chase Village,commercial_tenant_improvement,building,Chevy Chase Village Building Permits,Chevy Chase Village Building Permits,local,True
us-md-college_park__commercial__commercial_tenant_improvement__building,MD,College Park,commercial_tenant_improvement,building,City of College Park Code Enforcement Division - Building Permits,City of College Park Code Enforcement Division - Building Permits,mixed,True
us-md-crisfield__commercial__commercial_tenant_improvement__building,MD,Crisfield,commercial_tenant_improvement,building,City of Crisfield - Building Permits,City of Crisfield - Building Permits,local,True
us-md-easton__commercial__commercial_tenant_improvement__building,MD,Easton,commercial_tenant_improvement,building,Town of Easton Building Inspection Division,Town of Easton Building Inspection Division,local,True
us-md-frederick_city__commercial__commercial_tenant_improvement__building,MD,Frederick City,commercial_tenant_improvement,building,City of Frederick Building and Permits Division,City of Frederick Building and Permits Division,local,True
us-md-frederick_county__commercial__commercial_tenant_improvement__building,MD,Frederick County,commercial_tenant_improvement,building,Frederick County Department of Permits and Inspections,Frederick County Department of Permits and Inspections,county,True
us-md-harford_county__commercial__commercial_tenant_improvement__building,MD,Harford County,commercial_tenant_improvement,building,Harford County Building Services / Permit Center,"Harford County Department of Inspections, Licenses and Permits (DILP)",county,True
us-md-havre_de_grace__commercial__commercial_tenant_improvement__building,MD,Havre de Grace,commercial_tenant_improvement,building,City of Havre de Grace Department of Planning for building/use/occupancy; Harford County DILP for plumbing/electric/HVAC,City of Havre de Grace Department of Planning / MGO Connect; Harford County DILP for trade permits,municipal_building_with_county_trade_delegation,True
us-md-havre_de_grace__commercial__commercial_tenant_improvement__building,MD,Havre de Grace,commercial_tenant_improvement,occupancy,City of Havre de Grace Department of Planning for building/use/occupancy; Harford County DILP for plumbing/electric/HVAC,City of Havre de Grace Department of Planning / MGO Connect; Harford County DILP for trade permits,municipal_building_with_county_trade_delegation,True
us-md-havre_de_grace__commercial__commercial_tenant_improvement__building,MD,Havre de Grace,commercial_tenant_improvement,zoning,City of Havre de Grace Department of Planning for building/use/occupancy; Harford County DILP for plumbing/electric/HVAC,City of Havre de Grace Department of Planning / MGO Connect; Harford County DILP for trade permits,municipal_building_with_county_trade_delegation,True
us-md-howard_county__commercial__commercial_tenant_improvement__building,MD,Howard County,commercial_tenant_improvement,building,"Howard County Department of Inspections, Licenses & Permits (DILP)","Howard County Department of Inspections, Licenses & Permits (DILP)",county,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,building,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,electrical,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,fire,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,mechanical,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,occupancy,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,plumbing,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-hyattsville__commercial__commercial_tenant_improvement__building,MD,Hyattsville,commercial_tenant_improvement,zoning,Prince George's County DPIE,Prince George's County DPIE,delegated,True
us-md-kensington__commercial__commercial_tenant_improvement__building,MD,Kensington,commercial_tenant_improvement,building,Town of Kensington,Town of Kensington,local,True
us-md-la_plata__commercial__commercial_tenant_improvement__building,MD,La Plata,commercial_tenant_improvement,building,Town of La Plata Planning Department - Building Permits,Town of La Plata Planning Department - Building Permits,local,True
us-md-montgomery_county__commercial__commercial_tenant_improvement__building,MD,Montgomery County,commercial_tenant_improvement,building,Montgomery County Department of Permitting Services (DPS),Montgomery County Department of Permitting Services (DPS),county,True
us-md-ocean_city__commercial__commercial_tenant_improvement__building,MD,Ocean City,commercial_tenant_improvement,building,Town of Ocean City Planning and Community Development - Building Division,Town of Ocean City Planning and Community Development - Building Division,local,True
us-md-pocomoke_city__commercial__commercial_tenant_improvement__building,MD,Pocomoke City,commercial_tenant_improvement,building,City of Pocomoke - Housing and Building Permits,City of Pocomoke - Housing and Building Permits,local,True
us-md-poolesville__commercial__commercial_tenant_improvement__building,MD,Poolesville,commercial_tenant_improvement,building,Town of Poolesville Permits and Applications,Town of Poolesville Permits and Applications,local,True
us-md-prince_georges_county__commercial__commercial_tenant_improvement__building,MD,Prince George's County,commercial_tenant_improvement,building,"Prince George's County Department of Permitting, Inspections and Enforcement (DPIE)",Prince George's County DPIE via Momentum/ePlan,county,True
us-md-prince_georges_county__commercial__commercial_tenant_improvement__building,MD,Prince George's County,commercial_tenant_improvement,occupancy,"Prince George's County Department of Permitting, Inspections and Enforcement (DPIE)",Prince George's County DPIE via Momentum/ePlan,county,True
us-md-rockville__commercial__commercial_tenant_improvement__building,MD,Rockville,commercial_tenant_improvement,building,City of Rockville Inspection Services Division,City of Rockville Inspection Services Division,local,True
us-md-salisbury__commercial__commercial_tenant_improvement__building,MD,Salisbury,commercial_tenant_improvement,building,City of Salisbury Building Permits and Inspections,City of Salisbury Building Permits and Inspections,local,True
us-md-somerset_county__commercial__commercial_tenant_improvement__building,MD,Somerset County,commercial_tenant_improvement,building,Somerset County Department of Technical and Community Services,Somerset County Department of Technical and Community Services,county_with_state_fire_marshal_fire_suppression_delegated_component,True
us-md-talbot_county__commercial__commercial_tenant_improvement__building,MD,Talbot County,commercial_tenant_improvement,building,Talbot County Office of Permits and Inspections,Talbot County Office of Permits and Inspections,county,True
us-md-washington_county__commercial__commercial_tenant_improvement__building,MD,Washington County,commercial_tenant_improvement,building,Washington County Division of Plan Review and Permitting,Washington County Division of Plan Review and Permitting,county,True
us-md-wicomico_county__commercial__commercial_tenant_improvement__building,MD,Wicomico County,commercial_tenant_improvement,building,Wicomico County Department of Planning Zoning & Community Development Building Division,Wicomico County Department of Planning Zoning & Community Development Building Division,county,True
us-me-auburn__commercial__commercial_tenant_improvement__building,ME,Auburn,commercial_tenant_improvement,building,"City of Auburn Planning, Permitting and Code Department","City of Auburn Planning, Permitting and Code Department",local,True
us-me-bangor__commercial__commercial_tenant_improvement__building,ME,Bangor,commercial_tenant_improvement,building,City of Bangor Code Enforcement Office,City of Bangor Code Enforcement Office,local,True
us-me-bath__commercial__commercial_tenant_improvement__building,ME,Bath,commercial_tenant_improvement,building,Bath official building/permit authority,Bath official building/permit authority,local,True
us-me-belfast__commercial__commercial_tenant_improvement__building,ME,Belfast,commercial_tenant_improvement,building,City of Belfast Planning and Codes Department,City of Belfast Planning and Codes Department,local,True
us-me-berwick__commercial__commercial_tenant_improvement__building,ME,Berwick,commercial_tenant_improvement,building,Berwick official building/permit authority,Berwick official building/permit authority,local,True
us-me-biddeford__commercial__commercial_tenant_improvement__building,ME,Biddeford,commercial_tenant_improvement,building,City of Biddeford Code Enforcement Office,City of Biddeford Code Enforcement Office,local,True
us-me-brewer__commercial__commercial_tenant_improvement__building,ME,Brewer,commercial_tenant_improvement,building,City of Brewer Code Enforcement Office,City of Brewer Code Enforcement Office,local,True
us-me-brunswick__commercial__commercial_tenant_improvement__building,ME,Brunswick,commercial_tenant_improvement,building,Town of Brunswick Planning and Development Department,Town of Brunswick Planning and Development Department,local,True
us-me-buxton__commercial__commercial_tenant_improvement__building,ME,Buxton,commercial_tenant_improvement,building,ME|us-me-buxton|city|Town of Buxton Code Enforcement Office,ME|us-me-buxton|city|Town of Buxton Code Enforcement Office,local,True
us-me-cape_elizabeth__commercial__commercial_tenant_improvement__building,ME,Cape Elizabeth,commercial_tenant_improvement,building,Town of Cape Elizabeth Code Enforcement Office,Town of Cape Elizabeth Code Enforcement Office,local,True
us-me-caribou__commercial__commercial_tenant_improvement__building,ME,Caribou,commercial_tenant_improvement,building,Caribou,Caribou,local,True
us-me-cumberland__commercial__commercial_tenant_improvement__building,ME,Cumberland,commercial_tenant_improvement,building,ME|us-me-cumberland|city|Town of Cumberland Code Enforcement Office,ME|us-me-cumberland|city|Town of Cumberland Code Enforcement Office,local,True
us-me-ellsworth__commercial__commercial_tenant_improvement__building,ME,Ellsworth,commercial_tenant_improvement,building,City of Ellsworth Code Enforcement Office,City of Ellsworth Code Enforcement Office,local,True
us-me-falmouth__commercial__commercial_tenant_improvement__building,ME,Falmouth,commercial_tenant_improvement,building,Town of Falmouth Code Enforcement Division,Town of Falmouth Code Enforcement Division,local,True
us-me-freeport__commercial__commercial_tenant_improvement__building,ME,Freeport,commercial_tenant_improvement,building,ME|us-me-freeport|city|Town of Freeport Code Enforcement Office,ME|us-me-freeport|city|Town of Freeport Code Enforcement Office,local,True
us-me-greenville__commercial__commercial_tenant_improvement__building,ME,Greenville,commercial_tenant_improvement,building,Town of Greenville Code Enforcement Office,Town of Greenville Code Enforcement Office,local,True
us-me-hampden__commercial__commercial_tenant_improvement__building,ME,Hampden,commercial_tenant_improvement,building,Town of Hampden Code Enforcement Office / Building Official,Town of Hampden Code Enforcement Office,local,True
us-me-hampden__commercial__commercial_tenant_improvement__building,ME,Hampden,commercial_tenant_improvement,electrical,Town of Hampden Code Enforcement Office / Building Official,Town of Hampden Code Enforcement Office,local,True
us-me-hampden__commercial__commercial_tenant_improvement__building,ME,Hampden,commercial_tenant_improvement,occupancy,Town of Hampden Code Enforcement Office / Building Official,Town of Hampden Code Enforcement Office,local,True
us-me-harpswell__commercial__commercial_tenant_improvement__building,ME,Harpswell,commercial_tenant_improvement,building,Town of Harpswell Code Enforcement Office,Town of Harpswell Code Enforcement Office,local,True
us-me-harpswell__commercial__commercial_tenant_improvement__building,ME,Harpswell,commercial_tenant_improvement,zoning,Town of Harpswell Code Enforcement Office,Town of Harpswell Code Enforcement Office,local,True
us-me-hermon__commercial__commercial_tenant_improvement__building,ME,Hermon,commercial_tenant_improvement,building,Town of Hermon Code Enforcement Office,Town of Hermon Code Enforcement Office,local,True
us-me-kennebunk__commercial__commercial_tenant_improvement__building,ME,Kennebunk,commercial_tenant_improvement,building,Town of Kennebunk Code Enforcement Office,Town of Kennebunk Code Enforcement Office,local,True
us-me-kittery__commercial__commercial_tenant_improvement__building,ME,Kittery,commercial_tenant_improvement,building,Town of Kittery Planning and Development Department,Town of Kittery Planning and Development Department,local,True
us-me-lewiston__commercial__commercial_tenant_improvement__building,ME,Lewiston,commercial_tenant_improvement,building,City of Lewiston Planning and Code Enforcement Department,City of Lewiston Planning and Code Enforcement Department,local,True
us-me-limington__commercial__commercial_tenant_improvement__building,ME,Limington,commercial_tenant_improvement,building,Town of Limington Code Enforcement Office,Town of Limington Code Enforcement Office,local,True
us-me-limington__commercial__commercial_tenant_improvement__building,ME,Limington,commercial_tenant_improvement,electrical,Town of Limington Code Enforcement Office,Town of Limington Code Enforcement Office,local,True
us-me-limington__commercial__commercial_tenant_improvement__building,ME,Limington,commercial_tenant_improvement,plumbing,Town of Limington Code Enforcement Office,Town of Limington Code Enforcement Office,local,True
us-me-old_orchard_beach__commercial__commercial_tenant_improvement__building,ME,Old Orchard Beach,commercial_tenant_improvement,building,Old Orchard Beach official building/permit authority,Old Orchard Beach official building/permit authority,local,True
us-me-old_town__commercial__commercial_tenant_improvement__building,ME,Old Town,commercial_tenant_improvement,building,Old Town,Old Town,local,True
us-me-orono__commercial__commercial_tenant_improvement__building,ME,Orono,commercial_tenant_improvement,building,Town of Orono Code Enforcement Office,Town of Orono Code Enforcement Office,local,True
us-me-portland__commercial__commercial_tenant_improvement__building,ME,Portland,commercial_tenant_improvement,building,City of Portland Building Division,City of Portland Building Division,local,True
us-me-raymond__commercial__commercial_tenant_improvement__building,ME,Raymond,commercial_tenant_improvement,building,Raymond,Raymond,local,True
us-me-rockland__commercial__commercial_tenant_improvement__building,ME,Rockland,commercial_tenant_improvement,building,City of Rockland Code Enforcement Office,City of Rockland Code Enforcement Office,local,True
us-me-rockport__commercial__commercial_tenant_improvement__building,ME,Rockport,commercial_tenant_improvement,building,Town of Rockport Code Enforcement Office,Town of Rockport Code Enforcement Office,local,True
us-me-saco__commercial__commercial_tenant_improvement__building,ME,Saco,commercial_tenant_improvement,building,City of Saco Code Enforcement Office,City of Saco Code Enforcement Office,local,True
us-me-sanford__commercial__commercial_tenant_improvement__building,ME,Sanford,commercial_tenant_improvement,building,City of Sanford Building Official / Code Enforcement Department,City of Sanford Code Enforcement Department,local,True
us-me-scarborough__commercial__commercial_tenant_improvement__building,ME,Scarborough,commercial_tenant_improvement,building,Town of Scarborough Planning and Codes Department (Code Enforcement / building official),Town of Scarborough Planning and Codes Department,local,True
us-me-skowhegan__commercial__commercial_tenant_improvement__building,ME,Skowhegan,commercial_tenant_improvement,building,Skowhegan official building/permit authority,Skowhegan official building/permit authority,local,True
us-me-south_berwick__commercial__commercial_tenant_improvement__building,ME,South Berwick,commercial_tenant_improvement,building,ME|us-me-south_berwick|city|Town of South Berwick Code Enforcement Office,ME|us-me-south_berwick|city|Town of South Berwick Code Enforcement Office,local,True
us-me-standish__commercial__commercial_tenant_improvement__building,ME,Standish,commercial_tenant_improvement,building,Town of Standish Code Enforcement Office,Town of Standish Code Enforcement Office,local,True
us-me-topsham__commercial__commercial_tenant_improvement__building,ME,Topsham,commercial_tenant_improvement,building,Town of Topsham Code Enforcement Office,Town of Topsham Code Enforcement Office,local,True
us-me-topsham__commercial__commercial_tenant_improvement__building,ME,Topsham,commercial_tenant_improvement,electrical,Town of Topsham Code Enforcement Office,Town of Topsham Code Enforcement Office,local,True
us-me-topsham__commercial__commercial_tenant_improvement__building,ME,Topsham,commercial_tenant_improvement,mechanical,Town of Topsham Code Enforcement Office,Town of Topsham Code Enforcement Office,local,True
us-me-topsham__commercial__commercial_tenant_improvement__building,ME,Topsham,commercial_tenant_improvement,plumbing,Town of Topsham Code Enforcement Office,Town of Topsham Code Enforcement Office,local,True
us-me-waterville__commercial__commercial_tenant_improvement__building,ME,Waterville,commercial_tenant_improvement,building,City of Waterville Code Enforcement Office,City of Waterville Code Enforcement Office,local,True
us-me-wells__commercial__commercial_tenant_improvement__building,ME,Wells,commercial_tenant_improvement,building,Town of Wells Code Enforcement Department,Town of Wells Code Enforcement Department,local,True
us-me-westbrook__commercial__commercial_tenant_improvement__building,ME,Westbrook,commercial_tenant_improvement,building,Westbrook,Westbrook,local,True
us-me-yarmouth__commercial__commercial_tenant_improvement__building,ME,Yarmouth,commercial_tenant_improvement,building,Yarmouth official building/permit authority,Yarmouth official building/permit authority,local,True
us-me-york__commercial__commercial_tenant_improvement__building,ME,York,commercial_tenant_improvement,building,Town of York Code Enforcement Department,Town of York Code Enforcement Department,local,True
us-mi-battle_creek__commercial__commercial_tenant_improvement__building,MI,Battle Creek,commercial_tenant_improvement,building,City of Battle Creek Building Department,City of Battle Creek Building Department,local,True
us-mi-bay_city__commercial__commercial_tenant_improvement__building,MI,Bay City,commercial_tenant_improvement,building,Bay City official building/permit authority,Bay City official building/permit authority,local,True
us-mi-canton_charter_township__commercial__commercial_tenant_improvement__building,MI,Canton Charter Township,commercial_tenant_improvement,building,Charter Township of Canton Building and Inspection Services,Charter Township of Canton Building and Inspection Services,local,True
us-mi-sterling_heights__residential__reroof__building,MI,"City of Sterling Heights, Office of Building",reroof,building,"City of Sterling Heights, Office of Building","City of Sterling Heights, Office of Building",local,True
us-mi-clinton_charter_township__commercial__commercial_tenant_improvement__building,MI,Clinton Charter Township,commercial_tenant_improvement,building,Charter Township of Clinton Building Department,Charter Township of Clinton Building Department,local,True
us-mi-clinton_county__commercial__commercial_tenant_improvement__building,MI,Clinton County,commercial_tenant_improvement,building,Clinton County,Clinton County,local,True
us-mi-dearborn_heights__commercial__commercial_tenant_improvement__building,MI,Dearborn Heights,commercial_tenant_improvement,building,City of Dearborn Heights Building Department,City of Dearborn Heights Building Department,local,True
us-mi-detroit__commercial__commercial_tenant_improvement__building,MI,Detroit,commercial_tenant_improvement,building,"City of Detroit — Buildings, Safety Engineering, and Environmental Department (BSEED)",BSEED Development Resource Center / eLAPS online system,local,True
us-mi-east_lansing__commercial__commercial_tenant_improvement__building,MI,East Lansing,commercial_tenant_improvement,building,City of East Lansing Building Division,City of East Lansing Building Division,local,True
us-mi-east_lansing__commercial__commercial_tenant_improvement__building,MI,East Lansing,commercial_tenant_improvement,occupancy,City of East Lansing Building Division,City of East Lansing Building Division,local,True
us-mi-farmington_hills__commercial__commercial_tenant_improvement__building,MI,Farmington Hills,commercial_tenant_improvement,building,City of Farmington Hills Building Division,City of Farmington Hills Building Division,local,True
us-mi-flint__commercial__commercial_tenant_improvement__building,MI,Flint,commercial_tenant_improvement,building,City of Flint Building & Safety Inspections,City of Flint Building & Safety Inspections,local,True
us-mi-flint_charter_township__commercial__commercial_tenant_improvement__building,MI,Flint Charter Township,commercial_tenant_improvement,building,Flint Charter Township,Flint Charter Township,local,True
us-mi-grand_rapids__commercial__commercial_tenant_improvement__building,MI,Grand Rapids,commercial_tenant_improvement,building,City of Grand Rapids Development Center,City of Grand Rapids Development Center,local,True
us-mi-grand_traverse_county__commercial__commercial_tenant_improvement__building,MI,Grand Traverse County,commercial_tenant_improvement,building,Grand Traverse County Building Department,Grand Traverse County Building Department,county,True
us-mi-jackson__commercial__commercial_tenant_improvement__building,MI,Jackson,commercial_tenant_improvement,building,Jackson official building/permit authority,Jackson official building/permit authority,local,True
us-mi-kalamazoo__commercial__commercial_tenant_improvement__building,MI,Kalamazoo,commercial_tenant_improvement,building,City of Kalamazoo Building and Construction Permits,City of Kalamazoo Building and Construction Permits,local,True
us-mi-kalamazoo_county__commercial__commercial_tenant_improvement__building,MI,Kalamazoo County,commercial_tenant_improvement,building,Kalamazoo Area Building Authority,Kalamazoo Area Building Authority,local,True
us-mi-kentwood__commercial__commercial_tenant_improvement__building,MI,Kentwood,commercial_tenant_improvement,building,City of Kentwood Building Department,City of Kentwood Building Department,local,True
us-mi-kentwood__commercial__commercial_tenant_improvement__building,MI,Kentwood,commercial_tenant_improvement,zoning,City of Kentwood Building Department,City of Kentwood Building Department,local,True
us-mi-lansing__commercial__commercial_tenant_improvement__building,MI,Lansing,commercial_tenant_improvement,building,Lansing,City of Lansing Building Safety Office,local,True
us-mi-livonia__commercial__commercial_tenant_improvement__building,MI,Livonia,commercial_tenant_improvement,building,City of Livonia Inspection and Building Enforcement,City of Livonia Inspection and Building Enforcement,local,True
us-mi-midland__commercial__commercial_tenant_improvement__building,MI,Midland,commercial_tenant_improvement,building,Midland official building/permit authority,Midland official building/permit authority,local,True
us-mi-montcalm_county__commercial__commercial_tenant_improvement__building,MI,Montcalm County,commercial_tenant_improvement,building,Montcalm County official building/permit authority,Montcalm County official building/permit authority,local,True
us-mi-mount_pleasant__commercial__commercial_tenant_improvement__building,MI,Mount Pleasant,commercial_tenant_improvement,building,City of Mt. Pleasant Building Safety Department,City of Mt. Pleasant Building Safety Department,local,True
us-mi-muskegon__commercial__commercial_tenant_improvement__building,MI,Muskegon,commercial_tenant_improvement,building,City of Muskegon Building and Inspection Services / SAFEbuilt,City of Muskegon Building and Inspection Services / SAFEbuilt,city,True
us-mi-muskegon__commercial__commercial_tenant_improvement__building,MI,Muskegon,commercial_tenant_improvement,electrical,City of Muskegon Building and Inspection Services / SAFEbuilt,City of Muskegon Building and Inspection Services / SAFEbuilt,city,True
us-mi-muskegon__commercial__commercial_tenant_improvement__building,MI,Muskegon,commercial_tenant_improvement,mechanical,City of Muskegon Building and Inspection Services / SAFEbuilt,City of Muskegon Building and Inspection Services / SAFEbuilt,city,True
us-mi-muskegon__commercial__commercial_tenant_improvement__building,MI,Muskegon,commercial_tenant_improvement,plumbing,City of Muskegon Building and Inspection Services / SAFEbuilt,City of Muskegon Building and Inspection Services / SAFEbuilt,city,True
us-mi-pontiac__commercial__commercial_tenant_improvement__building,MI,Pontiac,commercial_tenant_improvement,building,City of Pontiac Building Safety Division,City of Pontiac Building Safety Division,local,True
us-mi-portage__commercial__commercial_tenant_improvement__building,MI,Portage,commercial_tenant_improvement,building,City of Portage Building Department,City of Portage Building Department,local,True
us-mi-portage__commercial__commercial_tenant_improvement__building,MI,Portage,commercial_tenant_improvement,electrical,City of Portage Building Department,City of Portage Building Department,local,True
us-mi-portage__commercial__commercial_tenant_improvement__building,MI,Portage,commercial_tenant_improvement,mechanical,City of Portage Building Department,City of Portage Building Department,local,True
us-mi-portage__commercial__commercial_tenant_improvement__building,MI,Portage,commercial_tenant_improvement,plumbing,City of Portage Building Department,City of Portage Building Department,local,True
us-mi-portage__commercial__commercial_tenant_improvement__building,MI,Portage,commercial_tenant_improvement,zoning,City of Portage Building Department,City of Portage Building Department,local,True
us-mi-rochester_hills__commercial__commercial_tenant_improvement__building,MI,Rochester Hills,commercial_tenant_improvement,building,City of Rochester Hills Building Department,City of Rochester Hills Building Department,local,True
us-mi-saginaw__commercial__commercial_tenant_improvement__building,MI,Saginaw,commercial_tenant_improvement,building,Saginaw official building/permit authority,Saginaw official building/permit authority,local,True
us-mi-saginaw_township__commercial__commercial_tenant_improvement__building,MI,Saginaw Township,commercial_tenant_improvement,building,MI|us-mi-saginaw_township|city|Saginaw Charter Township Community Development Building Department,MI|us-mi-saginaw_township|city|Saginaw Charter Township Community Development Building Department,local,True
us-mi-southfield__commercial__commercial_tenant_improvement__building,MI,Southfield,commercial_tenant_improvement,building,City of Southfield Building Department,City of Southfield Building Department,local,True
us-mi-st_clair_shores__commercial__commercial_tenant_improvement__building,MI,St Clair Shores,commercial_tenant_improvement,building,MI|us-mi-st_clair_shores|city|City of St. Clair Shores Community Development & Inspections,MI|us-mi-st_clair_shores|city|City of St. Clair Shores Community Development & Inspections,local,True
us-mi-st_clair_shores__commercial__commercial_tenant_improvement__building,MI,St Clair Shores,commercial_tenant_improvement,occupancy,MI|us-mi-st_clair_shores|city|City of St. Clair Shores Community Development & Inspections,MI|us-mi-st_clair_shores|city|City of St. Clair Shores Community Development & Inspections,local,True
us-mi-taylor__commercial__commercial_tenant_improvement__building,MI,Taylor,commercial_tenant_improvement,building,City of Taylor Building Department,City of Taylor Building Department,local,True
us-mi-troy__commercial__commercial_tenant_improvement__building,MI,Troy,commercial_tenant_improvement,building,City of Troy Building Department,City of Troy Building Department,local,True
us-mi-troy__commercial__commercial_tenant_improvement__building,MI,Troy,commercial_tenant_improvement,occupancy,City of Troy Building Department,City of Troy Building Department,local,True
us-mi-warren__commercial__commercial_tenant_improvement__building,MI,Warren,commercial_tenant_improvement,building,City of Warren Building Division,City of Warren Building Division,local,True
us-mi-warren__commercial__commercial_tenant_improvement__building,MI,Warren,commercial_tenant_improvement,occupancy,City of Warren Building Division,City of Warren Building Division,local,True
us-mi-waterford_charter_township__commercial__commercial_tenant_improvement__building,MI,Waterford Charter Township,commercial_tenant_improvement,building,Charter Township of Waterford Development Services,Charter Township of Waterford Development Services,local,True
us-mi-west_bloomfield_township__commercial__commercial_tenant_improvement__building,MI,West Bloomfield Township,commercial_tenant_improvement,building,Charter Township of West Bloomfield Building and Zoning,Charter Township of West Bloomfield Building and Zoning,local,True
us-mi-west_bloomfield_township__commercial__commercial_tenant_improvement__building,MI,West Bloomfield Township,commercial_tenant_improvement,zoning,Charter Township of West Bloomfield Building and Zoning,Charter Township of West Bloomfield Building and Zoning,local,True
us-mi-westland__commercial__commercial_tenant_improvement__building,MI,Westland,commercial_tenant_improvement,building,City of Westland Planning & Building Department / Building Division,City of Westland Planning & Building Department / Building Division,local,True
us-mi-wyoming__commercial__commercial_tenant_improvement__building,MI,Wyoming,commercial_tenant_improvement,building,City of Wyoming Planning and Development Services,City of Wyoming Planning and Development Services,local,True
us-mn-anoka__commercial__commercial_tenant_improvement__building,MN,Anoka,commercial_tenant_improvement,building,Anoka,Anoka,local,True
us-mn-apple_valley__commercial__commercial_tenant_improvement__building,MN,Apple Valley,commercial_tenant_improvement,building,City of Apple Valley,City of Apple Valley,local,True
us-mn-beltrami__commercial__commercial_tenant_improvement__building,MN,Beltrami,commercial_tenant_improvement,building,Beltrami,Beltrami,local,True
us-mn-blaine__commercial__commercial_tenant_improvement__building,MN,Blaine,commercial_tenant_improvement,building,City of Blaine,City of Blaine,local,True
us-mn-bloomington__commercial__commercial_tenant_improvement__building,MN,Bloomington,commercial_tenant_improvement,building,Bloomington Building and Inspections,Bloomington Building and Inspections,mixed,True
us-mn-blue_earth__commercial__commercial_tenant_improvement__building,MN,Blue Earth,commercial_tenant_improvement,building,Blue Earth County Building Permits,Blue Earth County Building Permits,county_administered,True
us-mn-brooklyn_park__commercial__commercial_tenant_improvement__building,MN,Brooklyn Park,commercial_tenant_improvement,building,Brooklyn Park,Brooklyn Park Building Permits and Inspections,local,True
us-mn-burnsville__commercial__commercial_tenant_improvement__building,MN,Burnsville,commercial_tenant_improvement,building,Burnsville Inspection Division / Building Inspections,Burnsville Inspection Division / Building Inspections,mixed,True
us-mn-carver__commercial__commercial_tenant_improvement__building,MN,Carver,commercial_tenant_improvement,building,Carver,Carver,local,True
us-mn-chaska__commercial__commercial_tenant_improvement__building,MN,Chaska,commercial_tenant_improvement,building,City of Chaska Building Inspections / Chaska Fire Department / Minnesota State Board of Electricity as delegated,City of Chaska Building Inspections,local,True
us-mn-chisago__commercial__commercial_tenant_improvement__building,MN,Chisago,commercial_tenant_improvement,building,Chisago County Building Permits,Chisago County Building Permits,county_administered,True
us-mn-chisago__commercial__commercial_tenant_improvement__building,MN,Chisago,commercial_tenant_improvement,occupancy,Chisago County Building Permits,Chisago County Building Permits,county_administered,True
us-mn-clay__commercial__commercial_tenant_improvement__building,MN,Clay,commercial_tenant_improvement,building,Clay,Clay,local,True
us-mn-coon_rapids__commercial__commercial_tenant_improvement__building,MN,Coon Rapids,commercial_tenant_improvement,building,Coon Rapids Building Inspections,Coon Rapids Building Inspections,mixed,True
us-mn-cottage_grove__commercial__commercial_tenant_improvement__building,MN,Cottage Grove,commercial_tenant_improvement,building,City of Cottage Grove,City of Cottage Grove,local,True
